Country,Year,Attack Type,Target Industry,Financial Loss (in Million $),Number of Affected Users,Loss per 1000 Users,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Incident Resolution Time (in Hours),cluster_id,risk_profile
Russia,2017,Man-in-the-Middle,IT,55.23,12439,4.440068,Nation-state,Weak Passwords,Firewall,20,1,Concentrated High-Loss Incidents
Russia,2017,Ransomware,Healthcare,16.77,924837,0.018133,Hacker Group,Unpatched Software,Firewall,62,0,Widespread Lower-Loss Incidents
Russia,2017,Ransomware,Retail,52.79,942824,0.055991,Nation-state,Social Engineering,Antivirus,68,3,Critical High-Impact Incidents
Russia,2017,Malware,IT,68.12,627616,0.108538,Insider,Zero-day,Firewall,29,3,Critical High-Impact Incidents
Russia,2017,Phishing,Banking,3.2,982243,0.003258,Insider,Zero-day,Encryption,6,0,Widespread Lower-Loss Incidents
Russia,2017,Ransomware,Education,95.08,679860,0.139852,Unknown,Social Engineering,Encryption,66,3,Critical High-Impact Incidents
Russia,2017,DDoS,Education,50.42,690010,0.073071,Nation-state,Weak Passwords,Firewall,18,3,Critical High-Impact Incidents
Russia,2017,Malware,Healthcare,42.4,71213,0.595397,Nation-state,Social Engineering,Firewall,58,2,Lower-Impact Incidents
Russia,2017,Phishing,IT,89.22,791350,0.112744,Nation-state,Social Engineering,Antivirus,32,3,Critical High-Impact Incidents
Russia,2017,Malware,Education,63.33,185208,0.34194,Unknown,Zero-day,Firewall,3,1,Concentrated High-Loss Incidents
Russia,2017,SQL Injection,Banking,76.84,883919,0.086931,Hacker Group,Social Engineering,VPN,8,3,Critical High-Impact Incidents
Russia,2017,Man-in-the-Middle,Healthcare,13.04,850158,0.015338,Hacker Group,Unpatched Software,AI-based Detection,67,0,Widespread Lower-Loss Incidents
Russia,2017,SQL Injection,Banking,33.84,442940,0.076399,Nation-state,Unpatched Software,AI-based Detection,7,2,Lower-Impact Incidents
Russia,2017,SQL Injection,Healthcare,67.13,198285,0.338553,Nation-state,Unpatched Software,Encryption,56,1,Concentrated High-Loss Incidents
Russia,2017,Malware,IT,20.85,484009,0.043078,Insider,Weak Passwords,Firewall,41,2,Lower-Impact Incidents
Russia,2017,Malware,Government,2.65,500857,0.005291,Hacker Group,Zero-day,VPN,35,0,Widespread Lower-Loss Incidents
UK,2017,DDoS,Healthcare,54.83,966668,0.056721,Hacker Group,Weak Passwords,AI-based Detection,15,3,Critical High-Impact Incidents
UK,2017,Malware,Government,66.25,726887,0.091142,Hacker Group,Social Engineering,Firewall,13,3,Critical High-Impact Incidents
UK,2017,DDoS,IT,9.01,617543,0.01459,Unknown,Zero-day,Antivirus,43,0,Widespread Lower-Loss Incidents
UK,2017,SQL Injection,Government,82.03,994787,0.08246,Nation-state,Unpatched Software,Encryption,56,3,Critical High-Impact Incidents
UK,2017,Ransomware,Healthcare,55.45,490818,0.112975,Hacker Group,Unpatched Software,VPN,65,1,Concentrated High-Loss Incidents
UK,2017,DDoS,Education,40.18,148447,0.270669,Insider,Zero-day,AI-based Detection,39,2,Lower-Impact Incidents
UK,2017,SQL Injection,IT,53.39,576110,0.092673,Insider,Unpatched Software,Antivirus,37,3,Critical High-Impact Incidents
UK,2017,SQL Injection,Government,98.75,894933,0.110343,Insider,Weak Passwords,Antivirus,59,3,Critical High-Impact Incidents
UK,2017,DDoS,Government,65.57,478549,0.137018,Hacker Group,Weak Passwords,Antivirus,37,1,Concentrated High-Loss Incidents
UK,2017,Ransomware,Retail,47.91,153257,0.312612,Insider,Zero-day,Encryption,59,2,Lower-Impact Incidents
UK,2017,Man-in-the-Middle,Education,30.44,996762,0.030539,Hacker Group,Social Engineering,AI-based Detection,27,0,Widespread Lower-Loss Incidents
UK,2017,Malware,Banking,11.25,636273,0.017681,Insider,Zero-day,Antivirus,30,0,Widespread Lower-Loss Incidents
UK,2017,Malware,Education,29.47,85644,0.344099,Hacker Group,Social Engineering,AI-based Detection,3,2,Lower-Impact Incidents
UK,2017,Man-in-the-Middle,Telecommunications,89.07,932075,0.095561,Unknown,Unpatched Software,Firewall,72,3,Critical High-Impact Incidents
UK,2017,Phishing,Banking,1.54,31262,0.049261,Unknown,Social Engineering,Firewall,56,2,Lower-Impact Incidents
UK,2017,Phishing,IT,57.17,477292,0.11978,Nation-state,Social Engineering,AI-based Detection,18,1,Concentrated High-Loss Incidents
UK,2017,Man-in-the-Middle,Telecommunications,60.01,740448,0.081046,Hacker Group,Weak Passwords,Encryption,26,3,Critical High-Impact Incidents
UK,2017,SQL Injection,Retail,47.99,914365,0.052485,Insider,Weak Passwords,Firewall,52,0,Widespread Lower-Loss Incidents
UK,2017,Man-in-the-Middle,Government,48.9,177154,0.276031,Unknown,Zero-day,Antivirus,68,2,Lower-Impact Incidents
UK,2017,Phishing,Telecommunications,27.08,416833,0.064966,Insider,Social Engineering,VPN,9,2,Lower-Impact Incidents
UK,2017,DDoS,Government,15.63,663812,0.023546,Nation-state,Zero-day,Antivirus,57,0,Widespread Lower-Loss Incidents
UK,2017,Phishing,Banking,52.31,259706,0.20142,Hacker Group,Social Engineering,Antivirus,2,1,Concentrated High-Loss Incidents
UK,2017,Man-in-the-Middle,Telecommunications,43.82,213979,0.204786,Hacker Group,Unpatched Software,Firewall,10,2,Lower-Impact Incidents
UK,2017,Man-in-the-Middle,Education,13.06,799627,0.016333,Hacker Group,Weak Passwords,Antivirus,36,0,Widespread Lower-Loss Incidents
UK,2017,Malware,Healthcare,24.06,612319,0.039293,Unknown,Social Engineering,Antivirus,47,0,Widespread Lower-Loss Incidents
UK,2017,SQL Injection,Banking,73.88,8385,8.810972,Nation-state,Social Engineering,AI-based Detection,69,1,Concentrated High-Loss Incidents
UK,2017,Man-in-the-Middle,Government,79.27,923309,0.085854,Hacker Group,Unpatched Software,Firewall,29,3,Critical High-Impact Incidents
USA,2017,SQL Injection,Banking,39.59,910393,0.043487,Unknown,Weak Passwords,Antivirus,52,0,Widespread Lower-Loss Incidents
USA,2017,SQL Injection,Healthcare,51.26,28682,1.787184,Hacker Group,Zero-day,VPN,44,1,Concentrated High-Loss Incidents
USA,2017,Phishing,Telecommunications,19.6,889404,0.022037,Unknown,Weak Passwords,Firewall,60,0,Widespread Lower-Loss Incidents
USA,2017,Malware,Education,78.38,516103,0.151869,Hacker Group,Unpatched Software,Firewall,62,3,Critical High-Impact Incidents
USA,2017,Malware,Government,56.74,976007,0.058135,Insider,Social Engineering,Encryption,59,3,Critical High-Impact Incidents
USA,2017,DDoS,Government,96.89,794147,0.122005,Unknown,Unpatched Software,Antivirus,4,3,Critical High-Impact Incidents
USA,2017,Man-in-the-Middle,Healthcare,54.54,892665,0.061098,Insider,Unpatched Software,VPN,31,3,Critical High-Impact Incidents
USA,2017,SQL Injection,Banking,9.08,895507,0.01014,Unknown,Social Engineering,AI-based Detection,52,0,Widespread Lower-Loss Incidents
USA,2017,Man-in-the-Middle,Retail,58.98,566242,0.10416,Nation-state,Social Engineering,VPN,63,3,Critical High-Impact Incidents
USA,2017,Ransomware,Banking,42.19,157313,0.268191,Hacker Group,Unpatched Software,Antivirus,47,2,Lower-Impact Incidents
USA,2017,Man-in-the-Middle,IT,30.4,568560,0.053468,Hacker Group,Zero-day,AI-based Detection,49,0,Widespread Lower-Loss Incidents
USA,2017,DDoS,Telecommunications,51.69,156213,0.330894,Nation-state,Weak Passwords,VPN,9,1,Concentrated High-Loss Incidents
USA,2017,DDoS,Government,98.73,17805,5.545072,Nation-state,Weak Passwords,Antivirus,31,1,Concentrated High-Loss Incidents
USA,2017,Phishing,Retail,15.24,599197,0.025434,Unknown,Zero-day,AI-based Detection,8,0,Widespread Lower-Loss Incidents
USA,2017,DDoS,Banking,98.07,276199,0.35507,Insider,Weak Passwords,Antivirus,28,1,Concentrated High-Loss Incidents
USA,2017,DDoS,Retail,70.37,513625,0.137007,Nation-state,Weak Passwords,VPN,37,3,Critical High-Impact Incidents
USA,2017,Malware,IT,75.53,992377,0.07611,Nation-state,Unpatched Software,Antivirus,33,3,Critical High-Impact Incidents
USA,2017,Man-in-the-Middle,Banking,59.54,839892,0.07089,Nation-state,Weak Passwords,Encryption,20,3,Critical High-Impact Incidents
USA,2017,Ransomware,Government,89.9,828963,0.108449,Unknown,Zero-day,Firewall,2,3,Critical High-Impact Incidents
USA,2017,Phishing,IT,48.96,480386,0.101918,Nation-state,Zero-day,Antivirus,18,2,Lower-Impact Incidents
USA,2017,DDoS,Healthcare,64.99,632431,0.102762,Insider,Zero-day,VPN,55,3,Critical High-Impact Incidents
USA,2017,DDoS,IT,74.12,403108,0.183871,Hacker Group,Zero-day,VPN,64,1,Concentrated High-Loss Incidents
USA,2017,Malware,Telecommunications,81.19,362085,0.224229,Insider,Weak Passwords,VPN,5,1,Concentrated High-Loss Incidents
USA,2017,Phishing,Government,55.34,785099,0.070488,Insider,Social Engineering,Encryption,29,3,Critical High-Impact Incidents
USA,2017,Malware,Education,13.14,681956,0.019268,Nation-state,Social Engineering,Antivirus,35,0,Widespread Lower-Loss Incidents
USA,2017,Man-in-the-Middle,IT,5.21,22635,0.230175,Unknown,Unpatched Software,AI-based Detection,8,2,Lower-Impact Incidents
USA,2017,Malware,Government,89.49,4966,18.02054,Hacker Group,Social Engineering,AI-based Detection,41,1,Concentrated High-Loss Incidents
USA,2017,Phishing,Healthcare,52.7,281182,0.187423,Nation-state,Zero-day,Encryption,27,1,Concentrated High-Loss Incidents
USA,2017,Man-in-the-Middle,Retail,74.57,502149,0.148502,Hacker Group,Weak Passwords,AI-based Detection,29,3,Critical High-Impact Incidents
USA,2017,Phishing,Banking,96.27,637264,0.151068,Hacker Group,Unpatched Software,AI-based Detection,11,3,Critical High-Impact Incidents
USA,2017,Ransomware,Education,12.59,820632,0.015342,Unknown,Social Engineering,AI-based Detection,65,0,Widespread Lower-Loss Incidents
USA,2017,Phishing,IT,7.95,362478,0.021932,Hacker Group,Zero-day,Encryption,67,2,Lower-Impact Incidents
USA,2017,SQL Injection,Government,60.66,5346,11.346801,Unknown,Zero-day,Antivirus,69,1,Concentrated High-Loss Incidents
Australia,2018,Man-in-the-Middle,Healthcare,34.29,943349,0.036349,Nation-state,Zero-day,Antivirus,5,0,Widespread Lower-Loss Incidents
Australia,2018,Ransomware,Education,50.66,851204,0.059516,Insider,Zero-day,Firewall,3,3,Critical High-Impact Incidents
Australia,2018,Malware,Education,21.39,437056,0.048941,Hacker Group,Zero-day,AI-based Detection,52,2,Lower-Impact Incidents
Australia,2018,DDoS,Education,79.5,636407,0.12492,Hacker Group,Zero-day,Encryption,11,3,Critical High-Impact Incidents
Australia,2018,DDoS,Retail,41.59,860119,0.048354,Nation-state,Unpatched Software,Encryption,30,0,Widespread Lower-Loss Incidents
Australia,2018,Malware,Telecommunications,36.01,215231,0.167309,Unknown,Zero-day,AI-based Detection,49,2,Lower-Impact Incidents
Australia,2018,SQL Injection,IT,65.08,417807,0.155766,Insider,Social Engineering,Firewall,46,1,Concentrated High-Loss Incidents
Australia,2018,Phishing,IT,61.47,239301,0.256873,Unknown,Social Engineering,Antivirus,22,1,Concentrated High-Loss Incidents
Australia,2018,DDoS,Healthcare,20.39,913090,0.022331,Unknown,Zero-day,VPN,2,0,Widespread Lower-Loss Incidents
Australia,2018,SQL Injection,Banking,40.11,874040,0.04589,Unknown,Social Engineering,Firewall,6,0,Widespread Lower-Loss Incidents
Australia,2018,SQL Injection,Banking,20.28,363414,0.055804,Insider,Unpatched Software,Antivirus,59,2,Lower-Impact Incidents
Australia,2018,Phishing,Healthcare,39.94,755469,0.052868,Hacker Group,Social Engineering,Antivirus,58,0,Widespread Lower-Loss Incidents
Australia,2018,SQL Injection,Banking,71.01,840106,0.084525,Insider,Weak Passwords,VPN,44,3,Critical High-Impact Incidents
Australia,2018,SQL Injection,IT,19.14,171977,0.111294,Unknown,Zero-day,Antivirus,44,2,Lower-Impact Incidents
Australia,2018,DDoS,Telecommunications,25.07,732072,0.034245,Hacker Group,Social Engineering,Firewall,35,0,Widespread Lower-Loss Incidents
Australia,2018,DDoS,Education,3.3,45027,0.073289,Unknown,Social Engineering,Antivirus,68,2,Lower-Impact Incidents
Australia,2018,SQL Injection,Education,75.2,60868,1.23546,Insider,Social Engineering,Antivirus,46,1,Concentrated High-Loss Incidents
Australia,2018,DDoS,Retail,40.0,152435,0.262407,Unknown,Weak Passwords,Firewall,26,2,Lower-Impact Incidents
Australia,2018,Ransomware,Banking,50.64,874035,0.057938,Insider,Unpatched Software,Antivirus,38,3,Critical High-Impact Incidents
Australia,2018,Phishing,Education,82.18,943662,0.087086,Unknown,Weak Passwords,Antivirus,47,3,Critical High-Impact Incidents
Australia,2018,DDoS,Education,64.62,109439,0.590466,Insider,Zero-day,Antivirus,32,1,Concentrated High-Loss Incidents
Australia,2018,Phishing,Government,12.43,605810,0.020518,Unknown,Zero-day,Firewall,41,0,Widespread Lower-Loss Incidents
Australia,2018,Malware,Telecommunications,8.69,813960,0.010676,Hacker Group,Weak Passwords,VPN,6,0,Widespread Lower-Loss Incidents
Australia,2018,SQL Injection,Retail,51.46,287089,0.179248,Nation-state,Weak Passwords,Encryption,8,1,Concentrated High-Loss Incidents
Australia,2018,Malware,Banking,68.32,843891,0.080958,Unknown,Weak Passwords,Antivirus,31,3,Critical High-Impact Incidents
Australia,2018,Phishing,Education,24.25,665381,0.036445,Insider,Unpatched Software,AI-based Detection,61,0,Widespread Lower-Loss Incidents
Australia,2018,DDoS,Banking,64.29,113775,0.565063,Insider,Weak Passwords,AI-based Detection,14,1,Concentrated High-Loss Incidents
Australia,2018,SQL Injection,Banking,50.23,793612,0.063293,Nation-state,Zero-day,Firewall,12,3,Critical High-Impact Incidents
Australia,2018,Malware,Healthcare,82.65,434626,0.190163,Unknown,Social Engineering,AI-based Detection,29,1,Concentrated High-Loss Incidents
Australia,2018,Ransomware,IT,78.27,195490,0.400379,Unknown,Zero-day,Antivirus,63,1,Concentrated High-Loss Incidents
Australia,2018,DDoS,Healthcare,90.4,536357,0.168544,Nation-state,Weak Passwords,Encryption,55,3,Critical High-Impact Incidents
Australia,2018,DDoS,Healthcare,10.77,910081,0.011834,Nation-state,Zero-day,VPN,28,0,Widespread Lower-Loss Incidents
Brazil,2018,Phishing,Healthcare,2.52,414899,0.006074,Unknown,Weak Passwords,Encryption,37,2,Lower-Impact Incidents
Brazil,2018,Man-in-the-Middle,IT,47.01,940513,0.049983,Unknown,Unpatched Software,Encryption,10,0,Widespread Lower-Loss Incidents
Brazil,2018,DDoS,Healthcare,47.47,784099,0.060541,Insider,Social Engineering,AI-based Detection,30,0,Widespread Lower-Loss Incidents
Brazil,2018,Man-in-the-Middle,Retail,76.39,984,77.632114,Insider,Unpatched Software,Firewall,56,1,Concentrated High-Loss Incidents
Brazil,2018,SQL Injection,Retail,36.63,829742,0.044146,Insider,Unpatched Software,Firewall,57,0,Widespread Lower-Loss Incidents
Brazil,2018,Malware,Banking,87.13,99178,0.878521,Nation-state,Unpatched Software,Antivirus,27,1,Concentrated High-Loss Incidents
Brazil,2018,Malware,Education,5.27,850056,0.0062,Hacker Group,Weak Passwords,VPN,65,0,Widespread Lower-Loss Incidents
Brazil,2018,Malware,Education,33.12,724513,0.045713,Nation-state,Zero-day,VPN,46,0,Widespread Lower-Loss Incidents
Brazil,2018,Ransomware,Banking,30.61,910960,0.033602,Nation-state,Social Engineering,Antivirus,31,0,Widespread Lower-Loss Incidents
Brazil,2018,SQL Injection,Retail,84.79,99876,0.848953,Insider,Unpatched Software,Firewall,56,1,Concentrated High-Loss Incidents
Brazil,2018,Phishing,Education,57.59,257681,0.223493,Nation-state,Zero-day,Antivirus,40,1,Concentrated High-Loss Incidents
Brazil,2018,Phishing,Healthcare,99.14,456432,0.217207,Insider,Weak Passwords,Antivirus,66,1,Concentrated High-Loss Incidents
Brazil,2018,SQL Injection,Education,52.7,861075,0.061203,Hacker Group,Social Engineering,Encryption,7,3,Critical High-Impact Incidents
Brazil,2018,Ransomware,Healthcare,4.51,909979,0.004956,Nation-state,Social Engineering,VPN,65,0,Widespread Lower-Loss Incidents
Brazil,2018,SQL Injection,IT,98.38,661583,0.148704,Insider,Social Engineering,Encryption,30,3,Critical High-Impact Incidents
Brazil,2018,DDoS,Telecommunications,69.83,587034,0.118954,Hacker Group,Weak Passwords,AI-based Detection,35,3,Critical High-Impact Incidents
Brazil,2018,Phishing,Retail,42.46,4136,10.265957,Nation-state,Zero-day,Encryption,23,2,Lower-Impact Incidents
Brazil,2018,Man-in-the-Middle,Banking,1.01,66191,0.015259,Hacker Group,Weak Passwords,AI-based Detection,71,2,Lower-Impact Incidents
Brazil,2018,Malware,Banking,3.1,458185,0.006766,Insider,Social Engineering,AI-based Detection,31,2,Lower-Impact Incidents
Brazil,2018,Malware,Healthcare,52.87,437283,0.120906,Insider,Zero-day,Antivirus,30,1,Concentrated High-Loss Incidents
Brazil,2018,Ransomware,Education,69.04,939146,0.073514,Nation-state,Zero-day,Firewall,56,3,Critical High-Impact Incidents
Brazil,2018,Phishing,IT,13.89,30925,0.449151,Insider,Zero-day,Encryption,43,2,Lower-Impact Incidents
Brazil,2018,Malware,Education,6.3,661644,0.009522,Insider,Social Engineering,AI-based Detection,29,0,Widespread Lower-Loss Incidents
Brazil,2018,Malware,Education,6.63,274509,0.024152,Hacker Group,Zero-day,Encryption,20,2,Lower-Impact Incidents
Brazil,2018,Malware,Retail,27.82,526161,0.052874,Unknown,Unpatched Software,AI-based Detection,12,0,Widespread Lower-Loss Incidents
Brazil,2018,Phishing,Education,66.07,656031,0.100712,Nation-state,Social Engineering,Encryption,36,3,Critical High-Impact Incidents
Brazil,2018,DDoS,Telecommunications,82.05,322527,0.254397,Nation-state,Weak Passwords,Firewall,46,1,Concentrated High-Loss Incidents
Brazil,2018,Malware,Banking,31.56,940038,0.033573,Hacker Group,Zero-day,Antivirus,24,0,Widespread Lower-Loss Incidents
Brazil,2018,Malware,Banking,17.52,334945,0.052307,Nation-state,Weak Passwords,Antivirus,33,2,Lower-Impact Incidents
Brazil,2018,DDoS,Retail,1.58,100633,0.015701,Insider,Zero-day,Encryption,53,2,Lower-Impact Incidents
Brazil,2018,Malware,Retail,83.42,538552,0.154897,Hacker Group,Weak Passwords,AI-based Detection,65,3,Critical High-Impact Incidents
Brazil,2018,Malware,Telecommunications,96.22,445546,0.21596,Nation-state,Weak Passwords,Firewall,45,1,Concentrated High-Loss Incidents
Brazil,2018,Phishing,Banking,98.75,316891,0.311621,Hacker Group,Social Engineering,Antivirus,55,1,Concentrated High-Loss Incidents
China,2018,Phishing,Healthcare,20.22,363934,0.05556,Insider,Weak Passwords,Firewall,24,2,Lower-Impact Incidents
China,2018,DDoS,Telecommunications,83.5,434797,0.192044,Insider,Social Engineering,Antivirus,21,1,Concentrated High-Loss Incidents
China,2018,SQL Injection,Healthcare,52.01,527443,0.098608,Hacker Group,Unpatched Software,Firewall,24,3,Critical High-Impact Incidents
China,2018,SQL Injection,Government,1.89,83376,0.022668,Insider,Unpatched Software,Firewall,62,2,Lower-Impact Incidents
China,2018,Phishing,Healthcare,42.93,596628,0.071954,Hacker Group,Unpatched Software,Antivirus,60,0,Widespread Lower-Loss Incidents
China,2018,SQL Injection,Education,15.36,907858,0.016919,Nation-state,Social Engineering,Encryption,47,0,Widespread Lower-Loss Incidents
China,2018,Malware,Banking,68.55,59979,1.1429,Insider,Zero-day,Firewall,41,1,Concentrated High-Loss Incidents
China,2018,Malware,Education,62.82,580609,0.108197,Unknown,Weak Passwords,AI-based Detection,29,3,Critical High-Impact Incidents
